leto,drzava,starostna skupina,spol,prodajalec,odstotek
2012,Romunija,55-74,moški,domači,100
2012,Romunija,55-74,moški,iz EU,8
2012,Romunija,55-74,moški,iz drugih držav,0
2013,Romunija,55-74,moški,domači,88
2013,Romunija,55-74,moški,iz EU,12
2013,Romunija,55-74,moški,iz drugih držav,0
2014,Romunija,55-74,moški,domači,96
2014,Romunija,55-74,moški,iz EU,16
2014,Romunija,55-74,moški,iz drugih držav,5
2015,Romunija,55-74,moški,domači,99
2015,Romunija,55-74,moški,iz EU,7
2015,Romunija,55-74,moški,iz drugih držav,3
2016,Romunija,55-74,moški,domači,91
2016,Romunija,55-74,moški,iz EU,19
2016,Romunija,55-74,moški,iz drugih držav,1
2017,Romunija,55-74,moški,domači,92
2017,Romunija,55-74,moški,iz EU,29
2017,Romunija,55-74,moški,iz drugih držav,5
2018,Romunija,55-74,moški,domači,93
2018,Romunija,55-74,moški,iz EU,13
2018,Romunija,55-74,moški,iz drugih držav,1
2019,Romunija,55-74,moški,domači,97
2019,Romunija,55-74,moški,iz EU,7
2019,Romunija,55-74,moški,iz drugih držav,2
2010,Romunija,55-74,ženske,domači,57
2010,Romunija,55-74,ženske,iz EU,NA
2010,Romunija,55-74,ženske,iz drugih držav,NA
2011,Romunija,55-74,ženske,domači,79
2011,Romunija,55-74,ženske,iz EU,21
2011,Romunija,55-74,ženske,iz drugih držav,4
2012,Romunija,55-74,ženske,domači,95
2012,Romunija,55-74,ženske,iz EU,0
2012,Romunija,55-74,ženske,iz drugih držav,2
2013,Romunija,55-74,ženske,domači,89
2013,Romunija,55-74,ženske,iz EU,4
2013,Romunija,55-74,ženske,iz drugih držav,0
2014,Romunija,55-74,ženske,domači,94
2014,Romunija,55-74,ženske,iz EU,6
2014,Romunija,55-74,ženske,iz drugih držav,0
2015,Romunija,55-74,ženske,domači,88
2015,Romunija,55-74,ženske,iz EU,7
2015,Romunija,55-74,ženske,iz drugih držav,6
2016,Romunija,55-74,ženske,domači,96
2016,Romunija,55-74,ženske,iz EU,21
2016,Romunija,55-74,ženske,iz drugih držav,1
2017,Romunija,55-74,ženske,domači,90
2017,Romunija,55-74,ženske,iz EU,23
2017,Romunija,55-74,ženske,iz drugih držav,0
2018,Romunija,55-74,ženske,domači,96
2018,Romunija,55-74,ženske,iz EU,6
2018,Romunija,55-74,ženske,iz drugih držav,1
2019,Romunija,55-74,ženske,domači,92
2019,Romunija,55-74,ženske,iz EU,11
2019,Romunija,55-74,ženske,iz drugih držav,1
2010,Slovenija,skupaj,skupaj,domači,82
2010,Slovenija,skupaj,skupaj,iz EU,37
2010,Slovenija,skupaj,skupaj,iz drugih držav,17
2011,Slovenija,skupaj,skupaj,domači,84
2011,Slovenija,skupaj,skupaj,iz EU,37
2011,Slovenija,skupaj,skupaj,iz drugih držav,19
2012,Slovenija,skupaj,skupaj,domači,83
2012,Slovenija,skupaj,skupaj,iz EU,37
2012,Slovenija,skupaj,skupaj,iz drugih držav,20
2013,Slovenija,skupaj,skupaj,domači,85
2013,Slovenija,skupaj,skupaj,iz EU,43
2013,Slovenija,skupaj,skupaj,iz drugih držav,21
2014,Slovenija,skupaj,skupaj,domači,82
2014,Slovenija,skupaj,skupaj,iz EU,47
2014,Slovenija,skupaj,skupaj,iz drugih držav,27
2015,Slovenija,skupaj,skupaj,domači,76
2015,Slovenija,skupaj,skupaj,iz EU,43
2015,Slovenija,skupaj,skupaj,iz drugih držav,26
2016,Slovenija,skupaj,skupaj,domači,78
2016,Slovenija,skupaj,skupaj,iz EU,42
2016,Slovenija,skupaj,skupaj,iz drugih držav,29
2017,Slovenija,skupaj,skupaj,domači,77
2017,Slovenija,skupaj,skupaj,iz EU,48
2017,Slovenija,skupaj,skupaj,iz drugih držav,28
2018,Slovenija,skupaj,skupaj,domači,76
2018,Slovenija,skupaj,skupaj,iz EU,43
2018,Slovenija,skupaj,skupaj,iz drugih držav,31
2019,Slovenija,skupaj,skupaj,domači,74
2019,Slovenija,skupaj,skupaj,iz EU,45
2019,Slovenija,skupaj,skupaj,iz drugih držav,32
2010,Slovenija,16-24,skupaj,domači,87
2010,Slovenija,16-24,skupaj,iz EU,25
2010,Slovenija,16-24,skupaj,iz drugih držav,11
2011,Slovenija,16-24,skupaj,domači,86
2011,Slovenija,16-24,skupaj,iz EU,32
2011,Slovenija,16-24,skupaj,iz drugih držav,13
2012,Slovenija,16-24,skupaj,domači,80
2012,Slovenija,16-24,skupaj,iz EU,32
2012,Slovenija,16-24,skupaj,iz drugih držav,20
2013,Slovenija,16-24,skupaj,domači,81
2013,Slovenija,16-24,skupaj,iz EU,49
2013,Slovenija,16-24,skupaj,iz drugih držav,22
2014,Slovenija,16-24,skupaj,domači,84
2014,Slovenija,16-24,skupaj,iz EU,42
2014,Slovenija,16-24,skupaj,iz drugih držav,23
2015,Slovenija,16-24,skupaj,domači,75
2015,Slovenija,16-24,skupaj,iz EU,41
2015,Slovenija,16-24,skupaj,iz drugih držav,33
2016,Slovenija,16-24,skupaj,domači,69
2016,Slovenija,16-24,skupaj,iz EU,39
2016,Slovenija,16-24,skupaj,iz drugih držav,22
2017,Slovenija,16-24,skupaj,domači,76
2017,Slovenija,16-24,skupaj,iz EU,52
2017,Slovenija,16-24,skupaj,iz drugih držav,35
2018,Slovenija,16-24,skupaj,domači,63
2018,Slovenija,16-24,skupaj,iz EU,45
2018,Slovenija,16-24,skupaj,iz drugih držav,33
2019,Slovenija,16-24,skupaj,domači,62
2019,Slovenija,16-24,skupaj,iz EU,45
2019,Slovenija,16-24,skupaj,iz drugih držav,41
2010,Slovenija,25-54,skupaj,domači,82
2010,Slovenija,25-54,skupaj,iz EU,39
2010,Slovenija,25-54,skupaj,iz drugih držav,19
2011,Slovenija,25-54,skupaj,domači,84
2011,Slovenija,25-54,skupaj,iz EU,37
2011,Slovenija,25-54,skupaj,iz drugih držav,21
2012,Slovenija,25-54,skupaj,domači,84
2012,Slovenija,25-54,skupaj,iz EU,39
2012,Slovenija,25-54,skupaj,iz drugih držav,20
2013,Slovenija,25-54,skupaj,domači,86
2013,Slovenija,25-54,skupaj,iz EU,42
2013,Slovenija,25-54,skupaj,iz drugih držav,21
2014,Slovenija,25-54,skupaj,domači,81
2014,Slovenija,25-54,skupaj,iz EU,50
2014,Slovenija,25-54,skupaj,iz drugih držav,29
2015,Slovenija,25-54,skupaj,domači,76
2015,Slovenija,25-54,skupaj,iz EU,45
2015,Slovenija,25-54,skupaj,iz drugih držav,26
2016,Slovenija,25-54,skupaj,domači,78
2016,Slovenija,25-54,skupaj,iz EU,44
2016,Slovenija,25-54,skupaj,iz drugih držav,33
2017,Slovenija,25-54,skupaj,domači,76
2017,Slovenija,25-54,skupaj,iz EU,49
2017,Slovenija,25-54,skupaj,iz drugih držav,29
2018,Slovenija,25-54,skupaj,domači,79
2018,Slovenija,25-54,skupaj,iz EU,44
2018,Slovenija,25-54,skupaj,iz drugih držav,33
2019,Slovenija,25-54,skupaj,domači,77
2019,Slovenija,25-54,skupaj,iz EU,47
2019,Slovenija,25-54,skupaj,iz drugih držav,34
2010,Slovenija,55-74,skupaj,domači,72
2010,Slovenija,55-74,skupaj,iz EU,40
2010,Slovenija,55-74,skupaj,iz drugih držav,18
2011,Slovenija,55-74,skupaj,domači,85
2011,Slovenija,55-74,skupaj,iz EU,49
2011,Slovenija,55-74,skupaj,iz drugih držav,12
2012,Slovenija,55-74,skupaj,domači,78
2012,Slovenija,55-74,skupaj,iz EU,38
2012,Slovenija,55-74,skupaj,iz drugih držav,19
2013,Slovenija,55-74,skupaj,domači,79
2013,Slovenija,55-74,skupaj,iz EU,33
2013,Slovenija,55-74,skupaj,iz drugih držav,12
2014,Slovenija,55-74,skupaj,domači,83
2014,Slovenija,55-74,skupaj,iz EU,40
2014,Slovenija,55-74,skupaj,iz drugih držav,20
2015,Slovenija,55-74,skupaj,domači,81
2015,Slovenija,55-74,skupaj,iz EU,30
2015,Slovenija,55-74,skupaj,iz drugih držav,10
2016,Slovenija,55-74,skupaj,domači,88
2016,Slovenija,55-74,skupaj,iz EU,28
2016,Slovenija,55-74,skupaj,iz drugih držav,14
2017,Slovenija,55-74,skupaj,domači,84
2017,Slovenija,55-74,skupaj,iz EU,34
2017,Slovenija,55-74,skupaj,iz drugih držav,17
2018,Slovenija,55-74,skupaj,domači,78
2018,Slovenija,55-74,skupaj,iz EU,35
2018,Slovenija,55-74,skupaj,iz drugih držav,19
2019,Slovenija,55-74,skupaj,domači,76
2019,Slovenija,55-74,skupaj,iz EU,39
2019,Slovenija,55-74,skupaj,iz drugih držav,17
2010,Slovenija,16-24,moški,domači,87
2010,Slovenija,16-24,moški,iz EU,29
2010,Slovenija,16-24,moški,iz drugih držav,13
2011,Slovenija,16-24,moški,domači,86
2011,Slovenija,16-24,moški,iz EU,46
2011,Slovenija,16-24,moški,iz drugih držav,16
2012,Slovenija,16-24,moški,domači,86
2012,Slovenija,16-24,moški,iz EU,38
2012,Slovenija,16-24,moški,iz drugih držav,22
2013,Slovenija,16-24,moški,domači,83
2013,Slovenija,16-24,moški,iz EU,52
2013,Slovenija,16-24,moški,iz drugih držav,20
2014,Slovenija,16-24,moški,domači,86
2014,Slovenija,16-24,moški,iz EU,41
2014,Slovenija,16-24,moški,iz drugih držav,30
2015,Slovenija,16-24,moški,domači,76
2015,Slovenija,16-24,moški,iz EU,40
2015,Slovenija,16-24,moški,iz drugih držav,36
2016,Slovenija,16-24,moški,domači,71
2016,Slovenija,16-24,moški,iz EU,38
2016,Slovenija,16-24,moški,iz drugih držav,23
2017,Slovenija,16-24,moški,domači,77
2017,Slovenija,16-24,moški,iz EU,54
2017,Slovenija,16-24,moški,iz drugih držav,38
2018,Slovenija,16-24,moški,domači,58
2018,Slovenija,16-24,moški,iz EU,37
2018,Slovenija,16-24,moški,iz drugih držav,38
2019,Slovenija,16-24,moški,domači,61
2019,Slovenija,16-24,moški,iz EU,45
2019,Slovenija,16-24,moški,iz drugih držav,40
2010,Slovenija,16-24,ženske,domači,88
2010,Slovenija,16-24,ženske,iz EU,20
2010,Slovenija,16-24,ženske,iz drugih držav,8
2011,Slovenija,16-24,ženske,domači,85
2011,Slovenija,16-24,ženske,iz EU,14
2011,Slovenija,16-24,ženske,iz drugih držav,10
2012,Slovenija,16-24,ženske,domači,72
2012,Slovenija,16-24,ženske,iz EU,23
2012,Slovenija,16-24,ženske,iz drugih držav,18
2013,Slovenija,16-24,ženske,domači,80
2013,Slovenija,16-24,ženske,iz EU,46
2013,Slovenija,16-24,ženske,iz drugih držav,25
2014,Slovenija,16-24,ženske,domači,82
2014,Slovenija,16-24,ženske,iz EU,44
2014,Slovenija,16-24,ženske,iz drugih držav,17
2015,Slovenija,16-24,ženske,domači,73
2015,Slovenija,16-24,ženske,iz EU,42
2015,Slovenija,16-24,ženske,iz drugih držav,29
2016,Slovenija,16-24,ženske,domači,67
2016,Slovenija,16-24,ženske,iz EU,39
2016,Slovenija,16-24,ženske,iz drugih držav,22
2017,Slovenija,16-24,ženske,domači,75
2017,Slovenija,16-24,ženske,iz EU,50
2017,Slovenija,16-24,ženske,iz drugih držav,31
2018,Slovenija,16-24,ženske,domači,67
2018,Slovenija,16-24,ženske,iz EU,53
2018,Slovenija,16-24,ženske,iz drugih držav,28
2019,Slovenija,16-24,ženske,domači,64
2019,Slovenija,16-24,ženske,iz EU,45
2019,Slovenija,16-24,ženske,iz drugih držav,43
2010,Slovenija,25-54,moški,domači,85
2010,Slovenija,25-54,moški,iz EU,44
2010,Slovenija,25-54,moški,iz drugih držav,19
2011,Slovenija,25-54,moški,domači,83
2011,Slovenija,25-54,moški,iz EU,38
2011,Slovenija,25-54,moški,iz drugih držav,22
2012,Slovenija,25-54,moški,domači,82
2012,Slovenija,25-54,moški,iz EU,42
2012,Slovenija,25-54,moški,iz drugih držav,25
2013,Slovenija,25-54,moški,domači,84
2013,Slovenija,25-54,moški,iz EU,47
2013,Slovenija,25-54,moški,iz drugih držav,25
2014,Slovenija,25-54,moški,domači,78
2014,Slovenija,25-54,moški,iz EU,51
2014,Slovenija,25-54,moški,iz drugih držav,31
2015,Slovenija,25-54,moški,domači,74
2015,Slovenija,25-54,moški,iz EU,43
2015,Slovenija,25-54,moški,iz drugih držav,31
2016,Slovenija,25-54,moški,domači,81
2016,Slovenija,25-54,moški,iz EU,46
2016,Slovenija,25-54,moški,iz drugih držav,34
2017,Slovenija,25-54,moški,domači,73
2017,Slovenija,25-54,moški,iz EU,53
2017,Slovenija,25-54,moški,iz drugih držav,34
2018,Slovenija,25-54,moški,domači,74
2018,Slovenija,25-54,moški,iz EU,50
2018,Slovenija,25-54,moški,iz drugih držav,36
2019,Slovenija,25-54,moški,domači,77
2019,Slovenija,25-54,moški,iz EU,49
2019,Slovenija,25-54,moški,iz drugih držav,39
2010,Slovenija,25-54,ženske,domači,80
2010,Slovenija,25-54,ženske,iz EU,35
2010,Slovenija,25-54,ženske,iz drugih držav,18
2011,Slovenija,25-54,ženske,domači,86
2011,Slovenija,25-54,ženske,iz EU,35
2011,Slovenija,25-54,ženske,iz drugih držav,20
2012,Slovenija,25-54,ženske,domači,87
2012,Slovenija,25-54,ženske,iz EU,35
2012,Slovenija,25-54,ženske,iz drugih držav,13
2013,Slovenija,25-54,ženske,domači,89
2013,Slovenija,25-54,ženske,iz EU,36
2013,Slovenija,25-54,ženske,iz drugih držav,16
2014,Slovenija,25-54,ženske,domači,84
2014,Slovenija,25-54,ženske,iz EU,48
2014,Slovenija,25-54,ženske,iz drugih držav,28
2015,Slovenija,25-54,ženske,domači,78
2015,Slovenija,25-54,ženske,iz EU,47
2015,Slovenija,25-54,ženske,iz drugih držav,21
2016,Slovenija,25-54,ženske,domači,75
2016,Slovenija,25-54,ženske,iz EU,42
2016,Slovenija,25-54,ženske,iz drugih držav,31
2017,Slovenija,25-54,ženske,domači,80
2017,Slovenija,25-54,ženske,iz EU,46
2017,Slovenija,25-54,ženske,iz drugih držav,23
2018,Slovenija,25-54,ženske,domači,83
2018,Slovenija,25-54,ženske,iz EU,38
2018,Slovenija,25-54,ženske,iz drugih držav,30
2019,Slovenija,25-54,ženske,domači,76
2019,Slovenija,25-54,ženske,iz EU,45
2019,Slovenija,25-54,ženske,iz drugih držav,29
2010,Slovenija,55-74,moški,domači,79
2010,Slovenija,55-74,moški,iz EU,45
2010,Slovenija,55-74,moški,iz drugih držav,11
2011,Slovenija,55-74,moški,domači,86
2011,Slovenija,55-74,moški,iz EU,45
2011,Slovenija,55-74,moški,iz drugih držav,10
2012,Slovenija,55-74,moški,domači,76
2012,Slovenija,55-74,moški,iz EU,40
2012,Slovenija,55-74,moški,iz drugih držav,28
2013,Slovenija,55-74,moški,domači,74
2013,Slovenija,55-74,moški,iz EU,41
2013,Slovenija,55-74,moški,iz drugih držav,20
2014,Slovenija,55-74,moški,domači,83
2014,Slovenija,55-74,moški,iz EU,51
2014,Slovenija,55-74,moški,iz drugih držav,27
2015,Slovenija,55-74,moški,domači,82
2015,Slovenija,55-74,moški,iz EU,25
2015,Slovenija,55-74,moški,iz drugih držav,10
2016,Slovenija,55-74,moški,domači,86
2016,Slovenija,55-74,moški,iz EU,24
2016,Slovenija,55-74,moški,iz drugih držav,13
2017,Slovenija,55-74,moški,domači,82
2017,Slovenija,55-74,moški,iz EU,45
2017,Slovenija,55-74,moški,iz drugih držav,22
2018,Slovenija,55-74,moški,domači,77
2018,Slovenija,55-74,moški,iz EU,43
2018,Slovenija,55-74,moški,iz drugih držav,25
2019,Slovenija,55-74,moški,domači,73
2019,Slovenija,55-74,moški,iz EU,47
2019,Slovenija,55-74,moški,iz drugih držav,18
2010,Slovenija,55-74,ženske,domači,59
2010,Slovenija,55-74,ženske,iz EU,32
2010,Slovenija,55-74,ženske,iz drugih držav,29
2011,Slovenija,55-74,ženske,domači,NA
2011,Slovenija,55-74,ženske,iz EU,NA
2011,Slovenija,55-74,ženske,iz drugih držav,NA
2012,Slovenija,55-74,ženske,domači,80
2012,Slovenija,55-74,ženske,iz EU,34
2012,Slovenija,55-74,ženske,iz drugih držav,8
2013,Slovenija,55-74,ženske,domači,83
2013,Slovenija,55-74,ženske,iz EU,24
2013,Slovenija,55-74,ženske,iz drugih držav,4
2014,Slovenija,55-74,ženske,domači,85
2014,Slovenija,55-74,ženske,iz EU,25
2014,Slovenija,55-74,ženske,iz drugih držav,11
2015,Slovenija,55-74,ženske,domači,80
2015,Slovenija,55-74,ženske,iz EU,35
2015,Slovenija,55-74,ženske,iz drugih držav,10
2016,Slovenija,55-74,ženske,domači,92
2016,Slovenija,55-74,ženske,iz EU,37
2016,Slovenija,55-74,ženske,iz drugih držav,18
2017,Slovenija,55-74,ženske,domači,86
2017,Slovenija,55-74,ženske,iz EU,21
2017,Slovenija,55-74,ženske,iz drugih držav,11
2018,Slovenija,55-74,ženske,domači,79
2018,Slovenija,55-74,ženske,iz EU,25
2018,Slovenija,55-74,ženske,iz drugih držav,12
2019,Slovenija,55-74,ženske,domači,79
2019,Slovenija,55-74,ženske,iz EU,30
2019,Slovenija,55-74,ženske,iz drugih držav,15
2010,Slovaška,skupaj,skupaj,domači,87
2010,Slovaška,skupaj,skupaj,iz EU,28
2010,Slovaška,skupaj,skupaj,iz drugih držav,8
2011,Slovaška,skupaj,skupaj,domači,87
2011,Slovaška,skupaj,skupaj,iz EU,30
2011,Slovaška,skupaj,skupaj,iz drugih držav,7
2012,Slovaška,skupaj,skupaj,domači,86
2012,Slovaška,skupaj,skupaj,iz EU,38
2012,Slovaška,skupaj,skupaj,iz drugih držav,9
2013,Slovaška,skupaj,skupaj,domači,87
2013,Slovaška,skupaj,skupaj,iz EU,37
2013,Slovaška,skupaj,skupaj,iz drugih držav,10
2014,Slovaška,skupaj,skupaj,domači,88
2014,Slovaška,skupaj,skupaj,iz EU,41
2014,Slovaška,skupaj,skupaj,iz drugih držav,12
2015,Slovaška,skupaj,skupaj,domači,86
2015,Slovaška,skupaj,skupaj,iz EU,41
2015,Slovaška,skupaj,skupaj,iz drugih držav,15
2016,Slovaška,skupaj,skupaj,domači,89
2016,Slovaška,skupaj,skupaj,iz EU,40
2016,Slovaška,skupaj,skupaj,iz drugih držav,19
2017,Slovaška,skupaj,skupaj,domači,87
2017,Slovaška,skupaj,skupaj,iz EU,37
2017,Slovaška,skupaj,skupaj,iz drugih držav,18
2018,Slovaška,skupaj,skupaj,domači,87
2018,Slovaška,skupaj,skupaj,iz EU,39
2018,Slovaška,skupaj,skupaj,iz drugih držav,19
2019,Slovaška,skupaj,skupaj,domači,83
2019,Slovaška,skupaj,skupaj,iz EU,40
2019,Slovaška,skupaj,skupaj,iz drugih držav,22
2010,Slovaška,16-24,skupaj,domači,81
2010,Slovaška,16-24,skupaj,iz EU,34
2010,Slovaška,16-24,skupaj,iz drugih držav,9
2011,Slovaška,16-24,skupaj,domači,83
2011,Slovaška,16-24,skupaj,iz EU,32
2011,Slovaška,16-24,skupaj,iz drugih držav,8
2012,Slovaška,16-24,skupaj,domači,81
2012,Slovaška,16-24,skupaj,iz EU,39
2012,Slovaška,16-24,skupaj,iz drugih držav,10
2013,Slovaška,16-24,skupaj,domači,82
2013,Slovaška,16-24,skupaj,iz EU,42
2013,Slovaška,16-24,skupaj,iz drugih držav,13
2014,Slovaška,16-24,skupaj,domači,82
2014,Slovaška,16-24,skupaj,iz EU,46
2014,Slovaška,16-24,skupaj,iz drugih držav,19
2015,Slovaška,16-24,skupaj,domači,83
2015,Slovaška,16-24,skupaj,iz EU,41
2015,Slovaška,16-24,skupaj,iz drugih držav,20
2016,Slovaška,16-24,skupaj,domači,84
2016,Slovaška,16-24,skupaj,iz EU,53
2016,Slovaška,16-24,skupaj,iz drugih držav,34
2017,Slovaška,16-24,skupaj,domači,80
2017,Slovaška,16-24,skupaj,iz EU,40
2017,Slovaška,16-24,skupaj,iz drugih držav,22
2018,Slovaška,16-24,skupaj,domači,83
2018,Slovaška,16-24,skupaj,iz EU,45
2018,Slovaška,16-24,skupaj,iz drugih držav,24
2019,Slovaška,16-24,skupaj,domači,72
2019,Slovaška,16-24,skupaj,iz EU,42
2019,Slovaška,16-24,skupaj,iz drugih držav,30
2010,Slovaška,25-54,skupaj,domači,89
2010,Slovaška,25-54,skupaj,iz EU,27
2010,Slovaška,25-54,skupaj,iz drugih držav,8
2011,Slovaška,25-54,skupaj,domači,87
2011,Slovaška,25-54,skupaj,iz EU,31
2011,Slovaška,25-54,skupaj,iz drugih držav,6
2012,Slovaška,25-54,skupaj,domači,88
2012,Slovaška,25-54,skupaj,iz EU,39
2012,Slovaška,25-54,skupaj,iz drugih držav,9
2013,Slovaška,25-54,skupaj,domači,88
2013,Slovaška,25-54,skupaj,iz EU,37
2013,Slovaška,25-54,skupaj,iz drugih držav,10
2014,Slovaška,25-54,skupaj,domači,88
2014,Slovaška,25-54,skupaj,iz EU,42
2014,Slovaška,25-54,skupaj,iz drugih držav,11
2015,Slovaška,25-54,skupaj,domači,86
2015,Slovaška,25-54,skupaj,iz EU,43
2015,Slovaška,25-54,skupaj,iz drugih držav,15
2016,Slovaška,25-54,skupaj,domači,90
2016,Slovaška,25-54,skupaj,iz EU,38
2016,Slovaška,25-54,skupaj,iz drugih držav,17
2017,Slovaška,25-54,skupaj,domači,88
2017,Slovaška,25-54,skupaj,iz EU,38
2017,Slovaška,25-54,skupaj,iz drugih držav,19
2018,Slovaška,25-54,skupaj,domači,87
2018,Slovaška,25-54,skupaj,iz EU,41
2018,Slovaška,25-54,skupaj,iz drugih držav,19
2019,Slovaška,25-54,skupaj,domači,85
2019,Slovaška,25-54,skupaj,iz EU,43
2019,Slovaška,25-54,skupaj,iz drugih držav,24
2010,Slovaška,55-74,skupaj,domači,91
2010,Slovaška,55-74,skupaj,iz EU,23
2010,Slovaška,55-74,skupaj,iz drugih držav,2
2011,Slovaška,55-74,skupaj,domači,89
2011,Slovaška,55-74,skupaj,iz EU,22
2011,Slovaška,55-74,skupaj,iz drugih držav,6
2012,Slovaška,55-74,skupaj,domači,85
2012,Slovaška,55-74,skupaj,iz EU,29
2012,Slovaška,55-74,skupaj,iz drugih držav,8
2013,Slovaška,55-74,skupaj,domači,89
2013,Slovaška,55-74,skupaj,iz EU,27
2013,Slovaška,55-74,skupaj,iz drugih držav,4
2014,Slovaška,55-74,skupaj,domači,93
2014,Slovaška,55-74,skupaj,iz EU,24
2014,Slovaška,55-74,skupaj,iz drugih držav,5
2015,Slovaška,55-74,skupaj,domači,85
2015,Slovaška,55-74,skupaj,iz EU,26
2015,Slovaška,55-74,skupaj,iz drugih držav,4
2016,Slovaška,55-74,skupaj,domači,92
2016,Slovaška,55-74,skupaj,iz EU,30
2016,Slovaška,55-74,skupaj,iz drugih držav,9
2017,Slovaška,55-74,skupaj,domači,92
2017,Slovaška,55-74,skupaj,iz EU,25
2017,Slovaška,55-74,skupaj,iz drugih držav,9
2018,Slovaška,55-74,skupaj,domači,89
2018,Slovaška,55-74,skupaj,iz EU,25
2018,Slovaška,55-74,skupaj,iz drugih držav,8
2019,Slovaška,55-74,skupaj,domači,85
2019,Slovaška,55-74,skupaj,iz EU,26
2019,Slovaška,55-74,skupaj,iz drugih držav,7
2010,Slovaška,16-24,moški,domači,82
2010,Slovaška,16-24,moški,iz EU,35
2010,Slovaška,16-24,moški,iz drugih držav,10
2011,Slovaška,16-24,moški,domači,83
2011,Slovaška,16-24,moški,iz EU,32
2011,Slovaška,16-24,moški,iz drugih držav,11
2012,Slovaška,16-24,moški,domači,81
2012,Slovaška,16-24,moški,iz EU,45
2012,Slovaška,16-24,moški,iz drugih držav,11
2013,Slovaška,16-24,moški,domači,81
2013,Slovaška,16-24,moški,iz EU,46
2013,Slovaška,16-24,moški,iz drugih držav,15
2014,Slovaška,16-24,moški,domači,82
2014,Slovaška,16-24,moški,iz EU,49
2014,Slovaška,16-24,moški,iz drugih držav,18
2015,Slovaška,16-24,moški,domači,85
2015,Slovaška,16-24,moški,iz EU,45
2015,Slovaška,16-24,moški,iz drugih držav,18
2016,Slovaška,16-24,moški,domači,89
2016,Slovaška,16-24,moški,iz EU,58
2016,Slovaška,16-24,moški,iz drugih držav,32
2017,Slovaška,16-24,moški,domači,76
2017,Slovaška,16-24,moški,iz EU,42
2017,Slovaška,16-24,moški,iz drugih držav,22
2018,Slovaška,16-24,moški,domači,82
2018,Slovaška,16-24,moški,iz EU,47
2018,Slovaška,16-24,moški,iz drugih držav,23
2019,Slovaška,16-24,moški,domači,74
2019,Slovaška,16-24,moški,iz EU,50
2019,Slovaška,16-24,moški,iz drugih držav,33
2010,Slovaška,16-24,ženske,domači,81
2010,Slovaška,16-24,ženske,iz EU,32
2010,Slovaška,16-24,ženske,iz drugih držav,7
2011,Slovaška,16-24,ženske,domači,84
2011,Slovaška,16-24,ženske,iz EU,31
2011,Slovaška,16-24,ženske,iz drugih držav,5
2012,Slovaška,16-24,ženske,domači,81
2012,Slovaška,16-24,ženske,iz EU,31
2012,Slovaška,16-24,ženske,iz drugih držav,8
2013,Slovaška,16-24,ženske,domači,83
2013,Slovaška,16-24,ženske,iz EU,37
2013,Slovaška,16-24,ženske,iz drugih držav,12
2014,Slovaška,16-24,ženske,domači,82
2014,Slovaška,16-24,ženske,iz EU,43
2014,Slovaška,16-24,ženske,iz drugih držav,19
2015,Slovaška,16-24,ženske,domači,80
2015,Slovaška,16-24,ženske,iz EU,37
2015,Slovaška,16-24,ženske,iz drugih držav,22
2016,Slovaška,16-24,ženske,domači,80
2016,Slovaška,16-24,ženske,iz EU,48
2016,Slovaška,16-24,ženske,iz drugih držav,35
2017,Slovaška,16-24,ženske,domači,85
2017,Slovaška,16-24,ženske,iz EU,37
2017,Slovaška,16-24,ženske,iz drugih držav,21
2018,Slovaška,16-24,ženske,domači,84
2018,Slovaška,16-24,ženske,iz EU,42
2018,Slovaška,16-24,ženske,iz drugih držav,25
2019,Slovaška,16-24,ženske,domači,70
2019,Slovaška,16-24,ženske,iz EU,32
2019,Slovaška,16-24,ženske,iz drugih držav,27
2010,Slovaška,25-54,moški,domači,89
2010,Slovaška,25-54,moški,iz EU,31
2010,Slovaška,25-54,moški,iz drugih držav,10
2011,Slovaška,25-54,moški,domači,87
2011,Slovaška,25-54,moški,iz EU,37
2011,Slovaška,25-54,moški,iz drugih držav,9
2012,Slovaška,25-54,moški,domači,90
2012,Slovaška,25-54,moški,iz EU,41
2012,Slovaška,25-54,moški,iz drugih držav,11
2013,Slovaška,25-54,moški,domači,90
2013,Slovaška,25-54,moški,iz EU,41
2013,Slovaška,25-54,moški,iz drugih držav,13
2014,Slovaška,25-54,moški,domači,87
2014,Slovaška,25-54,moški,iz EU,49
2014,Slovaška,25-54,moški,iz drugih držav,13
2015,Slovaška,25-54,moški,domači,86
2015,Slovaška,25-54,moški,iz EU,46
2015,Slovaška,25-54,moški,iz drugih držav,17
2016,Slovaška,25-54,moški,domači,90
2016,Slovaška,25-54,moški,iz EU,39
2016,Slovaška,25-54,moški,iz drugih držav,16
2017,Slovaška,25-54,moški,domači,90
2017,Slovaška,25-54,moški,iz EU,40
2017,Slovaška,25-54,moški,iz drugih držav,21
2018,Slovaška,25-54,moški,domači,87
2018,Slovaška,25-54,moški,iz EU,42
2018,Slovaška,25-54,moški,iz drugih držav,23
2019,Slovaška,25-54,moški,domači,84
2019,Slovaška,25-54,moški,iz EU,43
2019,Slovaška,25-54,moški,iz drugih držav,26
2010,Slovaška,25-54,ženske,domači,88
2010,Slovaška,25-54,ženske,iz EU,22
2010,Slovaška,25-54,ženske,iz drugih držav,5
2011,Slovaška,25-54,ženske,domači,88
2011,Slovaška,25-54,ženske,iz EU,25
2011,Slovaška,25-54,ženske,iz drugih držav,4
2012,Slovaška,25-54,ženske,domači,87
