leto,drzava,starostna skupina,spol,zadnji e-nakup,odstotek
2010,Litva,55-74,ženske,med 3. in 7. meseci,1
2010,Luksemburg,skupaj,skupaj,med 3. in 7. meseci,13
2010,Luksemburg,16-24,skupaj,med 3. in 7. meseci,19
2010,Luksemburg,25-54,skupaj,med 3. in 7. meseci,12
2010,Luksemburg,55-74,skupaj,med 3. in 7. meseci,12
2010,Luksemburg,16-24,moški,med 3. in 7. meseci,20
2010,Luksemburg,16-24,ženske,med 3. in 7. meseci,17
2010,Luksemburg,25-54,moški,med 3. in 7. meseci,12
2010,Luksemburg,25-54,ženske,med 3. in 7. meseci,13
2010,Luksemburg,55-74,moški,med 3. in 7. meseci,16
2010,Luksemburg,55-74,ženske,med 3. in 7. meseci,7
2010,Madžarska,skupaj,skupaj,med 3. in 7. meseci,8
2010,Madžarska,16-24,skupaj,med 3. in 7. meseci,10
2010,Madžarska,25-54,skupaj,med 3. in 7. meseci,10
2010,Madžarska,55-74,skupaj,med 3. in 7. meseci,2
2010,Madžarska,16-24,moški,med 3. in 7. meseci,10
2010,Madžarska,16-24,ženske,med 3. in 7. meseci,10
2010,Madžarska,25-54,moški,med 3. in 7. meseci,11
2010,Madžarska,25-54,ženske,med 3. in 7. meseci,10
2010,Madžarska,55-74,moški,med 3. in 7. meseci,3
2010,Madžarska,55-74,ženske,med 3. in 7. meseci,1
2010,Malta,skupaj,skupaj,med 3. in 7. meseci,6
2010,Malta,16-24,skupaj,med 3. in 7. meseci,8
2010,Malta,25-54,skupaj,med 3. in 7. meseci,7
2010,Malta,55-74,skupaj,med 3. in 7. meseci,3
2010,Malta,16-24,moški,med 3. in 7. meseci,6
2010,Malta,16-24,ženske,med 3. in 7. meseci,10
2010,Malta,25-54,moški,med 3. in 7. meseci,8
2010,Malta,25-54,ženske,med 3. in 7. meseci,6
2010,Malta,55-74,moški,med 3. in 7. meseci,3
2010,Malta,55-74,ženske,med 3. in 7. meseci,3
2010,Nizozemska,skupaj,skupaj,med 3. in 7. meseci,15
2010,Nizozemska,16-24,skupaj,med 3. in 7. meseci,23
2010,Nizozemska,25-54,skupaj,med 3. in 7. meseci,15
2010,Nizozemska,55-74,skupaj,med 3. in 7. meseci,10
2010,Nizozemska,16-24,moški,med 3. in 7. meseci,24
2010,Nizozemska,16-24,ženske,med 3. in 7. meseci,23
2010,Nizozemska,25-54,moški,med 3. in 7. meseci,14
2010,Nizozemska,25-54,ženske,med 3. in 7. meseci,16
2010,Nizozemska,55-74,moški,med 3. in 7. meseci,12
2010,Nizozemska,55-74,ženske,med 3. in 7. meseci,8
2010,Avstrija,skupaj,skupaj,med 3. in 7. meseci,11
2010,Avstrija,16-24,skupaj,med 3. in 7. meseci,15
2010,Avstrija,25-54,skupaj,med 3. in 7. meseci,13
2010,Avstrija,55-74,skupaj,med 3. in 7. meseci,4
2010,Avstrija,16-24,moški,med 3. in 7. meseci,15
2010,Avstrija,16-24,ženske,med 3. in 7. meseci,15
2010,Avstrija,25-54,moški,med 3. in 7. meseci,12
2010,Avstrija,25-54,ženske,med 3. in 7. meseci,13
2010,Avstrija,55-74,moški,med 3. in 7. meseci,5
2010,Avstrija,55-74,ženske,med 3. in 7. meseci,4
2010,Poljska,skupaj,skupaj,med 3. in 7. meseci,9
2010,Poljska,16-24,skupaj,med 3. in 7. meseci,16
2010,Poljska,25-54,skupaj,med 3. in 7. meseci,10
2010,Poljska,55-74,skupaj,med 3. in 7. meseci,3
2010,Poljska,16-24,moški,med 3. in 7. meseci,17
2010,Poljska,16-24,ženske,med 3. in 7. meseci,14
2010,Poljska,25-54,moški,med 3. in 7. meseci,10
2010,Poljska,25-54,ženske,med 3. in 7. meseci,10
2010,Poljska,55-74,moški,med 3. in 7. meseci,4
2010,Poljska,55-74,ženske,med 3. in 7. meseci,2
2010,Portugalska,skupaj,skupaj,med 3. in 7. meseci,5
2010,Portugalska,16-24,skupaj,med 3. in 7. meseci,9
2010,Portugalska,25-54,skupaj,med 3. in 7. meseci,6
2010,Portugalska,55-74,skupaj,med 3. in 7. meseci,1
2010,Portugalska,16-24,moški,med 3. in 7. meseci,11
2010,Portugalska,16-24,ženske,med 3. in 7. meseci,NA
2010,Portugalska,25-54,moški,med 3. in 7. meseci,8
2010,Portugalska,25-54,ženske,med 3. in 7. meseci,5
2010,Portugalska,55-74,moški,med 3. in 7. meseci,NA
2010,Portugalska,55-74,ženske,med 3. in 7. meseci,NA
2010,Romunija,skupaj,skupaj,med 3. in 7. meseci,1
2010,Romunija,16-24,skupaj,med 3. in 7. meseci,2
2010,Romunija,25-54,skupaj,med 3. in 7. meseci,2
2010,Romunija,55-74,skupaj,med 3. in 7. meseci,0
2010,Romunija,16-24,moški,med 3. in 7. meseci,2
2010,Romunija,16-24,ženske,med 3. in 7. meseci,2
2010,Romunija,25-54,moški,med 3. in 7. meseci,2
2010,Romunija,25-54,ženske,med 3. in 7. meseci,1
2010,Romunija,55-74,moški,med 3. in 7. meseci,1
2010,Romunija,55-74,ženske,med 3. in 7. meseci,0
2010,Slovenija,skupaj,skupaj,med 3. in 7. meseci,10
2010,Slovenija,16-24,skupaj,med 3. in 7. meseci,19
2010,Slovenija,25-54,skupaj,med 3. in 7. meseci,11
2010,Slovenija,55-74,skupaj,med 3. in 7. meseci,3
2010,Slovenija,16-24,moški,med 3. in 7. meseci,23
2010,Slovenija,16-24,ženske,med 3. in 7. meseci,14
2010,Slovenija,25-54,moški,med 3. in 7. meseci,13
2010,Slovenija,25-54,ženske,med 3. in 7. meseci,10
2010,Slovenija,55-74,moški,med 3. in 7. meseci,3
2010,Slovenija,55-74,ženske,med 3. in 7. meseci,3
2010,Slovaška,skupaj,skupaj,med 3. in 7. meseci,15
2010,Slovaška,16-24,skupaj,med 3. in 7. meseci,18
2010,Slovaška,25-54,skupaj,med 3. in 7. meseci,18
2010,Slovaška,55-74,skupaj,med 3. in 7. meseci,5
2010,Slovaška,16-24,moški,med 3. in 7. meseci,21
2010,Slovaška,16-24,ženske,med 3. in 7. meseci,14
2010,Slovaška,25-54,moški,med 3. in 7. meseci,19
2010,Slovaška,25-54,ženske,med 3. in 7. meseci,17
2010,Slovaška,55-74,moški,med 3. in 7. meseci,6
2010,Slovaška,55-74,ženske,med 3. in 7. meseci,4
2010,Finska,skupaj,skupaj,med 3. in 7. meseci,18
2010,Finska,16-24,skupaj,med 3. in 7. meseci,26
2010,Finska,25-54,skupaj,med 3. in 7. meseci,20
2010,Finska,55-74,skupaj,med 3. in 7. meseci,10
2010,Finska,16-24,moški,med 3. in 7. meseci,26
2010,Finska,16-24,ženske,med 3. in 7. meseci,26
2010,Finska,25-54,moški,med 3. in 7. meseci,21
2010,Finska,25-54,ženske,med 3. in 7. meseci,19
2010,Finska,55-74,moški,med 3. in 7. meseci,10
2010,Finska,55-74,ženske,med 3. in 7. meseci,10
2010,Švedska,skupaj,skupaj,med 3. in 7. meseci,16
2010,Švedska,16-24,skupaj,med 3. in 7. meseci,24
2010,Švedska,25-54,skupaj,med 3. in 7. meseci,17
2010,Švedska,55-74,skupaj,med 3. in 7. meseci,10
2010,Švedska,16-24,moški,med 3. in 7. meseci,25
2010,Švedska,16-24,ženske,med 3. in 7. meseci,22
2010,Švedska,25-54,moški,med 3. in 7. meseci,16
2010,Švedska,25-54,ženske,med 3. in 7. meseci,17
2010,Švedska,55-74,moški,med 3. in 7. meseci,10
2010,Švedska,55-74,ženske,med 3. in 7. meseci,10
2010,EU28,skupaj,skupaj,v zadnjih 12. mesecih,40
2010,EU28,16-24,skupaj,v zadnjih 12. mesecih,49
2010,EU28,25-54,skupaj,v zadnjih 12. mesecih,48
2010,EU28,55-74,skupaj,v zadnjih 12. mesecih,21
2010,EU28,16-24,moški,v zadnjih 12. mesecih,50
2010,EU28,16-24,ženske,v zadnjih 12. mesecih,48
2010,EU28,25-54,moški,v zadnjih 12. mesecih,49
2010,EU28,25-54,ženske,v zadnjih 12. mesecih,46
2010,EU28,55-74,moški,v zadnjih 12. mesecih,25
2010,EU28,55-74,ženske,v zadnjih 12. mesecih,16
2010,Belgija,skupaj,skupaj,v zadnjih 12. mesecih,38
2010,Belgija,16-24,skupaj,v zadnjih 12. mesecih,42
2010,Belgija,25-54,skupaj,v zadnjih 12. mesecih,47
2010,Belgija,55-74,skupaj,v zadnjih 12. mesecih,19
2010,Belgija,16-24,moški,v zadnjih 12. mesecih,47
2010,Belgija,16-24,ženske,v zadnjih 12. mesecih,36
2010,Belgija,25-54,moški,v zadnjih 12. mesecih,51
2010,Belgija,25-54,ženske,v zadnjih 12. mesecih,44
2010,Belgija,55-74,moški,v zadnjih 12. mesecih,26
2010,Belgija,55-74,ženske,v zadnjih 12. mesecih,12
2010,Bolgarija,skupaj,skupaj,v zadnjih 12. mesecih,5
2010,Bolgarija,16-24,skupaj,v zadnjih 12. mesecih,9
2010,Bolgarija,25-54,skupaj,v zadnjih 12. mesecih,7
2010,Bolgarija,55-74,skupaj,v zadnjih 12. mesecih,0
2010,Bolgarija,16-24,moški,v zadnjih 12. mesecih,9
2010,Bolgarija,16-24,ženske,v zadnjih 12. mesecih,8
2010,Bolgarija,25-54,moški,v zadnjih 12. mesecih,7
2010,Bolgarija,25-54,ženske,v zadnjih 12. mesecih,7
2010,Bolgarija,55-74,moški,v zadnjih 12. mesecih,1
2010,Bolgarija,55-74,ženske,v zadnjih 12. mesecih,0
2010,Češka,skupaj,skupaj,v zadnjih 12. mesecih,27
2010,Češka,16-24,skupaj,v zadnjih 12. mesecih,39
2010,Češka,25-54,skupaj,v zadnjih 12. mesecih,34
2010,Češka,55-74,skupaj,v zadnjih 12. mesecih,8
2010,Češka,16-24,moški,v zadnjih 12. mesecih,41
2010,Češka,16-24,ženske,v zadnjih 12. mesecih,36
2010,Češka,25-54,moški,v zadnjih 12. mesecih,36
2010,Češka,25-54,ženske,v zadnjih 12. mesecih,33
2010,Češka,55-74,moški,v zadnjih 12. mesecih,10
2010,Češka,55-74,ženske,v zadnjih 12. mesecih,7
2010,Danska,skupaj,skupaj,v zadnjih 12. mesecih,68
2010,Danska,16-24,skupaj,v zadnjih 12. mesecih,80
2010,Danska,25-54,skupaj,v zadnjih 12. mesecih,77
2010,Danska,55-74,skupaj,v zadnjih 12. mesecih,44
2010,Danska,16-24,moški,v zadnjih 12. mesecih,86
2010,Danska,16-24,ženske,v zadnjih 12. mesecih,74
2010,Danska,25-54,moški,v zadnjih 12. mesecih,77
2010,Danska,25-54,ženske,v zadnjih 12. mesecih,78
2010,Danska,55-74,moški,v zadnjih 12. mesecih,49
2010,Danska,55-74,ženske,v zadnjih 12. mesecih,39
2010,Nemčija,skupaj,skupaj,v zadnjih 12. mesecih,60
2010,Nemčija,16-24,skupaj,v zadnjih 12. mesecih,69
2010,Nemčija,25-54,skupaj,v zadnjih 12. mesecih,73
2010,Nemčija,55-74,skupaj,v zadnjih 12. mesecih,31
2010,Nemčija,16-24,moški,v zadnjih 12. mesecih,68
2010,Nemčija,16-24,ženske,v zadnjih 12. mesecih,70
2010,Nemčija,25-54,moški,v zadnjih 12. mesecih,74
2010,Nemčija,25-54,ženske,v zadnjih 12. mesecih,73
2010,Nemčija,55-74,moški,v zadnjih 12. mesecih,38
2010,Nemčija,55-74,ženske,v zadnjih 12. mesecih,25
2010,Estonija,skupaj,skupaj,v zadnjih 12. mesecih,17
2010,Estonija,16-24,skupaj,v zadnjih 12. mesecih,23
2010,Estonija,25-54,skupaj,v zadnjih 12. mesecih,23
2010,Estonija,55-74,skupaj,v zadnjih 12. mesecih,4
2010,Estonija,16-24,moški,v zadnjih 12. mesecih,20
2010,Estonija,16-24,ženske,v zadnjih 12. mesecih,26
2010,Estonija,25-54,moški,v zadnjih 12. mesecih,23
2010,Estonija,25-54,ženske,v zadnjih 12. mesecih,23
2010,Estonija,55-74,moški,v zadnjih 12. mesecih,2
2010,Estonija,55-74,ženske,v zadnjih 12. mesecih,5
2010,Irska,skupaj,skupaj,v zadnjih 12. mesecih,36
2010,Irska,16-24,skupaj,v zadnjih 12. mesecih,38
2010,Irska,25-54,skupaj,v zadnjih 12. mesecih,44
2010,Irska,55-74,skupaj,v zadnjih 12. mesecih,14
2010,Irska,16-24,moški,v zadnjih 12. mesecih,39
2010,Irska,16-24,ženske,v zadnjih 12. mesecih,37
2010,Irska,25-54,moški,v zadnjih 12. mesecih,44
2010,Irska,25-54,ženske,v zadnjih 12. mesecih,45
2010,Irska,55-74,moški,v zadnjih 12. mesecih,15
2010,Irska,55-74,ženske,v zadnjih 12. mesecih,13
2010,Grčija,skupaj,skupaj,v zadnjih 12. mesecih,12
2010,Grčija,16-24,skupaj,v zadnjih 12. mesecih,19
2010,Grčija,25-54,skupaj,v zadnjih 12. mesecih,16
2010,Grčija,55-74,skupaj,v zadnjih 12. mesecih,2
2010,Grčija,16-24,moški,v zadnjih 12. mesecih,23
2010,Grčija,16-24,ženske,v zadnjih 12. mesecih,16
2010,Grčija,25-54,moški,v zadnjih 12. mesecih,20
2010,Grčija,25-54,ženske,v zadnjih 12. mesecih,12
2010,Grčija,55-74,moški,v zadnjih 12. mesecih,3
2010,Grčija,55-74,ženske,v zadnjih 12. mesecih,1
2010,Španija,skupaj,skupaj,v zadnjih 12. mesecih,24
2010,Španija,16-24,skupaj,v zadnjih 12. mesecih,29
2010,Španija,25-54,skupaj,v zadnjih 12. mesecih,29
2010,Španija,55-74,skupaj,v zadnjih 12. mesecih,8
2010,Španija,16-24,moški,v zadnjih 12. mesecih,33
2010,Španija,16-24,ženske,v zadnjih 12. mesecih,25
2010,Španija,25-54,moški,v zadnjih 12. mesecih,31
2010,Španija,25-54,ženske,v zadnjih 12. mesecih,27
2010,Španija,55-74,moški,v zadnjih 12. mesecih,12
2010,Španija,55-74,ženske,v zadnjih 12. mesecih,4
2010,Francija,skupaj,skupaj,v zadnjih 12. mesecih,54
2010,Francija,16-24,skupaj,v zadnjih 12. mesecih,67
2010,Francija,25-54,skupaj,v zadnjih 12. mesecih,65
2010,Francija,55-74,skupaj,v zadnjih 12. mesecih,28
2010,Francija,16-24,moški,v zadnjih 12. mesecih,69
2010,Francija,16-24,ženske,v zadnjih 12. mesecih,66
2010,Francija,25-54,moški,v zadnjih 12. mesecih,66
2010,Francija,25-54,ženske,v zadnjih 12. mesecih,64
2010,Francija,55-74,moški,v zadnjih 12. mesecih,33
2010,Francija,55-74,ženske,v zadnjih 12. mesecih,23
2010,Hrvaška,skupaj,skupaj,v zadnjih 12. mesecih,14
2010,Hrvaška,16-24,skupaj,v zadnjih 12. mesecih,25
2010,Hrvaška,25-54,skupaj,v zadnjih 12. mesecih,18
2010,Hrvaška,55-74,skupaj,v zadnjih 12. mesecih,2
2010,Hrvaška,16-24,moški,v zadnjih 12. mesecih,25
2010,Hrvaška,16-24,ženske,v zadnjih 12. mesecih,25
2010,Hrvaška,25-54,moški,v zadnjih 12. mesecih,22
2010,Hrvaška,25-54,ženske,v zadnjih 12. mesecih,15
2010,Hrvaška,55-74,moški,v zadnjih 12. mesecih,3
2010,Hrvaška,55-74,ženske,v zadnjih 12. mesecih,1
2010,Italija,skupaj,skupaj,v zadnjih 12. mesecih,15
2010,Italija,16-24,skupaj,v zadnjih 12. mesecih,18
2010,Italija,25-54,skupaj,v zadnjih 12. mesecih,19
2010,Italija,55-74,skupaj,v zadnjih 12. mesecih,5
2010,Italija,16-24,moški,v zadnjih 12. mesecih,22
2010,Italija,16-24,ženske,v zadnjih 12. mesecih,15
2010,Italija,25-54,moški,v zadnjih 12. mesecih,24
2010,Italija,25-54,ženske,v zadnjih 12. mesecih,14
2010,Italija,55-74,moški,v zadnjih 12. mesecih,8
2010,Italija,55-74,ženske,v zadnjih 12. mesecih,3
2010,Ciper,skupaj,skupaj,v zadnjih 12. mesecih,18
2010,Ciper,16-24,skupaj,v zadnjih 12. mesecih,28
2010,Ciper,25-54,skupaj,v zadnjih 12. mesecih,21
2010,Ciper,55-74,skupaj,v zadnjih 12. mesecih,4
2010,Ciper,16-24,moški,v zadnjih 12. mesecih,33
2010,Ciper,16-24,ženske,v zadnjih 12. mesecih,23
2010,Ciper,25-54,moški,v zadnjih 12. mesecih,23
2010,Ciper,25-54,ženske,v zadnjih 12. mesecih,19
2010,Ciper,55-74,moški,v zadnjih 12. mesecih,6
2010,Ciper,55-74,ženske,v zadnjih 12. mesecih,3
2010,Latvija,skupaj,skupaj,v zadnjih 12. mesecih,17
2010,Latvija,16-24,skupaj,v zadnjih 12. mesecih,24
2010,Latvija,25-54,skupaj,v zadnjih 12. mesecih,22
2010,Latvija,55-74,skupaj,v zadnjih 12. mesecih,3
2010,Latvija,16-24,moški,v zadnjih 12. mesecih,25
2010,Latvija,16-24,ženske,v zadnjih 12. mesecih,24
2010,Latvija,25-54,moški,v zadnjih 12. mesecih,21
2010,Latvija,25-54,ženske,v zadnjih 12. mesecih,22
2010,Latvija,55-74,moški,v zadnjih 12. mesecih,3
2010,Latvija,55-74,ženske,v zadnjih 12. mesecih,3
2010,Litva,skupaj,skupaj,v zadnjih 12. mesecih,11
2010,Litva,16-24,skupaj,v zadnjih 12. mesecih,18
2010,Litva,25-54,skupaj,v zadnjih 12. mesecih,13
2010,Litva,55-74,skupaj,v zadnjih 12. mesecih,2
2010,Litva,16-24,moški,v zadnjih 12. mesecih,15
2010,Litva,16-24,ženske,v zadnjih 12. mesecih,21
2010,Litva,25-54,moški,v zadnjih 12. mesecih,11
2010,Litva,25-54,ženske,v zadnjih 12. mesecih,14
2010,Litva,55-74,moški,v zadnjih 12. mesecih,2
2010,Litva,55-74,ženske,v zadnjih 12. mesecih,2
2010,Luksemburg,skupaj,skupaj,v zadnjih 12. mesecih,60
2010,Luksemburg,16-24,skupaj,v zadnjih 12. mesecih,52
2010,Luksemburg,25-54,skupaj,v zadnjih 12. mesecih,69
2010,Luksemburg,55-74,skupaj,v zadnjih 12. mesecih,41
2010,Luksemburg,16-24,moški,v zadnjih 12. mesecih,59
2010,Luksemburg,16-24,ženske,v zadnjih 12. mesecih,45
2010,Luksemburg,25-54,moški,v zadnjih 12. mesecih,73
2010,Luksemburg,25-54,ženske,v zadnjih 12. mesecih,65
2010,Luksemburg,55-74,moški,v zadnjih 12. mesecih,49
2010,Luksemburg,55-74,ženske,v zadnjih 12. mesecih,32
2010,Madžarska,skupaj,skupaj,v zadnjih 12. mesecih,18
2010,Madžarska,16-24,skupaj,v zadnjih 12. mesecih,22
2010,Madžarska,25-54,skupaj,v zadnjih 12. mesecih,24
2010,Madžarska,55-74,skupaj,v zadnjih 12. mesecih,5
2010,Madžarska,16-24,moški,v zadnjih 12. mesecih,22
2010,Madžarska,16-24,ženske,v zadnjih 12. mesecih,22
2010,Madžarska,25-54,moški,v zadnjih 12. mesecih,26
2010,Madžarska,25-54,ženske,v zadnjih 12. mesecih,23
2010,Madžarska,55-74,moški,v zadnjih 12. mesecih,6
2010,Madžarska,55-74,ženske,v zadnjih 12. mesecih,3
2010,Malta,skupaj,skupaj,v zadnjih 12. mesecih,38
2010,Malta,16-24,skupaj,v zadnjih 12. mesecih,67
2010,Malta,25-54,skupaj,v zadnjih 12. mesecih,44
2010,Malta,55-74,skupaj,v zadnjih 12. mesecih,10
2010,Malta,16-24,moški,v zadnjih 12. mesecih,67
2010,Malta,16-24,ženske,v zadnjih 12. mesecih,67
2010,Malta,25-54,moški,v zadnjih 12. mesecih,50
2010,Malta,25-54,ženske,v zadnjih 12. mesecih,37
2010,Malta,55-74,moški,v zadnjih 12. mesecih,11
2010,Malta,55-74,ženske,v zadnjih 12. mesecih,9
2010,Nizozemska,skupaj,skupaj,v zadnjih 12. mesecih,67
2010,Nizozemska,16-24,skupaj,v zadnjih 12. mesecih,77
2010,Nizozemska,25-54,skupaj,v zadnjih 12. mesecih,78
2010,Nizozemska,55-74,skupaj,v zadnjih 12. mesecih,41
2010,Nizozemska,16-24,moški,v zadnjih 12. mesecih,78
2010,Nizozemska,16-24,ženske,v zadnjih 12. mesecih,75
2010,Nizozemska,25-54,moški,v zadnjih 12. mesecih,80
2010,Nizozemska,25-54,ženske,v zadnjih 12. mesecih,76
2010,Nizozemska,55-74,moški,v zadnjih 12. mesecih,48
2010,Nizozemska,55-74,ženske,v zadnjih 12. mesecih,34
2010,Avstrija,skupaj,skupaj,v zadnjih 12. mesecih,42
2010,Avstrija,16-24,skupaj,v zadnjih 12. mesecih,51
2010,Avstrija,25-54,skupaj,v zadnjih 12. mesecih,52
2010,Avstrija,55-74,skupaj,v zadnjih 12. mesecih,18
2010,Avstrija,16-24,moški,v zadnjih 12. mesecih,50
2010,Avstrija,16-24,ženske,v zadnjih 12. mesecih,52
2010,Avstrija,25-54,moški,v zadnjih 12. mesecih,55
2010,Avstrija,25-54,ženske,v zadnjih 12. mesecih,49
2010,Avstrija,55-74,moški,v zadnjih 12. mesecih,24
2010,Avstrija,55-74,ženske,v zadnjih 12. mesecih,13
2010,Poljska,skupaj,skupaj,v zadnjih 12. mesecih,29
2010,Poljska,16-24,skupaj,v zadnjih 12. mesecih,49
2010,Poljska,25-54,skupaj,v zadnjih 12. mesecih,35
2010,Poljska,55-74,skupaj,v zadnjih 12. mesecih,7
2010,Poljska,16-24,moški,v zadnjih 12. mesecih,53
2010,Poljska,16-24,ženske,v zadnjih 12. mesecih,46
2010,Poljska,25-54,moški,v zadnjih 12. mesecih,36
2010,Poljska,25-54,ženske,v zadnjih 12. mesecih,34
2010,Poljska,55-74,moški,v zadnjih 12. mesecih,9
2010,Poljska,55-74,ženske,v zadnjih 12. mesecih,5
2010,Portugalska,skupaj,skupaj,v zadnjih 12. mesecih,15
2010,Portugalska,16-24,skupaj,v zadnjih 12. mesecih,25
2010,Portugalska,25-54,skupaj,v zadnjih 12. mesecih,18
2010,Portugalska,55-74,skupaj,v zadnjih 12. mesecih,4
2010,Portugalska,16-24,moški,v zadnjih 12. mesecih,31
2010,Portugalska,16-24,ženske,v zadnjih 12. mesecih,19
2010,Portugalska,25-54,moški,v zadnjih 12. mesecih,20
2010,Portugalska,25-54,ženske,v zadnjih 12. mesecih,15
2010,Portugalska,55-74,moški,v zadnjih 12. mesecih,6
2010,Portugalska,55-74,ženske,v zadnjih 12. mesecih,2
2010,Romunija,skupaj,skupaj,v zadnjih 12. mesecih,4
2010,Romunija,16-24,skupaj,v zadnjih 12. mesecih,6
2010,Romunija,25-54,skupaj,v zadnjih 12. mesecih,4
2010,Romunija,55-74,skupaj,v zadnjih 12. mesecih,NA
2010,Romunija,16-24,moški,v zadnjih 12. mesecih,5
2010,Romunija,16-24,ženske,v zadnjih 12. mesecih,6
2010,Romunija,25-54,moški,v zadnjih 12. mesecih,5
2010,Romunija,25-54,ženske,v zadnjih 12. mesecih,4
2010,Romunija,55-74,moški,v zadnjih 12. mesecih,1
2010,Romunija,55-74,ženske,v zadnjih 12. mesecih,1
2010,Slovenija,skupaj,skupaj,v zadnjih 12. mesecih,27
2010,Slovenija,16-24,skupaj,v zadnjih 12. mesecih,39
2010,Slovenija,25-54,skupaj,v zadnjih 12. mesecih,33
2010,Slovenija,55-74,skupaj,v zadnjih 12. mesecih,8
2010,Slovenija,16-24,moški,v zadnjih 12. mesecih,43
2010,Slovenija,16-24,ženske,v zadnjih 12. mesecih,35
2010,Slovenija,25-54,moški,v zadnjih 12. mesecih,32
2010,Slovenija,25-54,ženske,v zadnjih 12. mesecih,33
2010,Slovenija,55-74,moški,v zadnjih 12. mesecih,11
2010,Slovenija,55-74,ženske,v zadnjih 12. mesecih,6
2010,Slovaška,skupaj,skupaj,v zadnjih 12. mesecih,33
2010,Slovaška,16-24,skupaj,v zadnjih 12. mesecih,42
2010,Slovaška,25-54,skupaj,v zadnjih 12. mesecih,41
2010,Slovaška,55-74,skupaj,v zadnjih 12. mesecih,10
2010,Slovaška,16-24,moški,v zadnjih 12. mesecih,48
2010,Slovaška,16-24,ženske,v zadnjih 12. mesecih,35
2010,Slovaška,25-54,moški,v zadnjih 12. mesecih,42
2010,Slovaška,25-54,ženske,v zadnjih 12. mesecih,40
2010,Slovaška,55-74,moški,v zadnjih 12. mesecih,13
2010,Slovaška,55-74,ženske,v zadnjih 12. mesecih,9
2010,Finska,skupaj,skupaj,v zadnjih 12. mesecih,59
2010,Finska,16-24,skupaj,v zadnjih 12. mesecih,71
2010,Finska,25-54,skupaj,v zadnjih 12. mesecih,74
2010,Finska,55-74,skupaj,v zadnjih 12. mesecih,29
2010,Finska,16-24,moški,v zadnjih 12. mesecih,72
2010,Finska,16-24,ženske,v zadnjih 12. mesecih,71
2010,Finska,25-54,moški,v zadnjih 12. mesecih,73
2010,Finska,25-54,ženske,v zadnjih 12. mesecih,76
2010,Finska,55-74,moški,v zadnjih 12. mesecih,30
2010,Finska,55-74,ženske,v zadnjih 12. mesecih,28
2010,Švedska,skupaj,skupaj,v zadnjih 12. mesecih,66
2010,Švedska,16-24,skupaj,v zadnjih 12. mesecih,74
2010,Švedska,25-54,skupaj,v zadnjih 12. mesecih,77
2010,Švedska,55-74,skupaj,v zadnjih 12. mesecih,42
2010,Švedska,16-24,moški,v zadnjih 12. mesecih,75
2010,Švedska,16-24,ženske,v zadnjih 12. mesecih,72
2010,Švedska,25-54,moški,v zadnjih 12. mesecih,76
2010,Švedska,25-54,ženske,v zadnjih 12. mesecih,78
2010,Švedska,55-74,moški,v zadnjih 12. mesecih,45
2010,Švedska,55-74,ženske,v zadnjih 12. mesecih,40
2010,EU28,skupaj,skupaj,pred več kot letom ali nikoli,33
2010,EU28,16-24,skupaj,pred več kot letom ali nikoli,46
2010,EU28,25-54,skupaj,pred več kot letom ali nikoli,34
2010,EU28,55-74,skupaj,pred več kot letom ali nikoli,24
2010,EU28,16-24,moški,pred več kot letom ali nikoli,45
2010,EU28,16-24,ženske,pred več kot letom ali nikoli,47
2010,EU28,25-54,moški,pred več kot letom ali nikoli,34
2010,EU28,25-54,ženske,pred več kot letom ali nikoli,34
2010,EU28,55-74,moški,pred več kot letom ali nikoli,25
2010,EU28,55-74,ženske,pred več kot letom ali nikoli,22
2010,Belgija,skupaj,skupaj,pred več kot letom ali nikoli,41
2010,Belgija,16-24,skupaj,pred več kot letom ali nikoli,56
2010,Belgija,25-54,skupaj,pred več kot letom ali nikoli,41
2010,Belgija,55-74,skupaj,pred več kot letom ali nikoli,34
2010,Belgija,16-24,moški,pred več kot letom ali nikoli,50
2010,Belgija,16-24,ženske,pred več kot letom ali nikoli,62
2010,Belgija,25-54,moški,pred več kot letom ali nikoli,39
2010,Belgija,25-54,ženske,pred več kot letom ali nikoli,43
2010,Belgija,55-74,moški,pred več kot letom ali nikoli,35
2010,Belgija,55-74,ženske,pred več kot letom ali nikoli,33
2010,Bolgarija,skupaj,skupaj,pred več kot letom ali nikoli,44
2010,Bolgarija,16-24,skupaj,pred več kot letom ali nikoli,73
2010,Bolgarija,25-54,skupaj,pred več kot letom ali nikoli,51
2010,Bolgarija,55-74,skupaj,pred več kot letom ali nikoli,15
2010,Bolgarija,16-24,moški,pred več kot letom ali nikoli,74
2010,Bolgarija,16-24,ženske,pred več kot letom ali nikoli,73
2010,Bolgarija,25-54,moški,pred več kot letom ali nikoli,50
2010,Bolgarija,25-54,ženske,pred več kot letom ali nikoli,52
2010,Bolgarija,55-74,moški,pred več kot letom ali nikoli,16
2010,Bolgarija,55-74,ženske,pred več kot letom ali nikoli,15
2010,Češka,skupaj,skupaj,pred več kot letom ali nikoli,44
2010,Češka,16-24,skupaj,pred več kot letom ali nikoli,55
2010,Češka,25-54,skupaj,pred več kot letom ali nikoli,47
2010,Češka,55-74,skupaj,pred več kot letom ali nikoli,33
2010,Češka,16-24,moški,pred več kot letom ali nikoli,53
2010,Češka,16-24,ženske,pred več kot letom ali nikoli,57
