leto,država,starostna skupina,spol,vrsta blaga,odstotek
2018,EU28,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,45
2018,EU28,55-74,skupaj,računalniška strojna oprema,15
2018,EU28,55-74,skupaj,elektronska oprema,19
2018,EU28,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2018,EU28,55-74,skupaj,vstopnice za prireditve,33
2018,EU28,55-74,skupaj,potovalne in počitniške nastanitve,55
2018,EU28,55-74,skupaj,zdravila,19
2018,EU28,55-74,skupaj,telekomunikacijske storitve,18
2018,EU28,55-74,skupaj,drugo,20
2019,EU28,55-74,skupaj,hrana / živila,20
2019,EU28,55-74,skupaj,oprema doma,45
2019,EU28,55-74,skupaj,oblačila / športna oprema,51
2019,EU28,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,46
2019,EU28,55-74,skupaj,računalniška strojna oprema,14
2019,EU28,55-74,skupaj,elektronska oprema,21
2019,EU28,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2019,EU28,55-74,skupaj,vstopnice za prireditve,34
2019,EU28,55-74,skupaj,potovalne in počitniške nastanitve,54
2019,EU28,55-74,skupaj,zdravila,20
2019,EU28,55-74,skupaj,telekomunikacijske storitve,18
2019,EU28,55-74,skupaj,drugo,17
2010,EU28,16-24,moški,hrana / živila,7
2010,EU28,16-24,moški,oprema doma,19
2010,EU28,16-24,moški,oblačila / športna oprema,47
2010,EU28,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,64
2010,EU28,16-24,moški,računalniška strojna oprema,25
2010,EU28,16-24,moški,elektronska oprema,31
2010,EU28,16-24,moški,delnice / zavarovanje / druge finančne storitve,6
2010,EU28,16-24,moški,vstopnice za prireditve,31
2010,EU28,16-24,moški,potovalne in počitniške nastanitve,32
2010,EU28,16-24,moški,zdravila,3
2010,EU28,16-24,moški,telekomunikacijske storitve,14
2010,EU28,16-24,moški,drugo,12
2011,EU28,16-24,moški,hrana / živila,7
2011,EU28,16-24,moški,oprema doma,21
2011,EU28,16-24,moški,oblačila / športna oprema,54
2011,EU28,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,61
2011,EU28,16-24,moški,računalniška strojna oprema,26
2011,EU28,16-24,moški,elektronska oprema,28
2011,EU28,16-24,moški,delnice / zavarovanje / druge finančne storitve,5
2011,EU28,16-24,moški,vstopnice za prireditve,35
2011,EU28,16-24,moški,potovalne in počitniške nastanitve,32
2011,EU28,16-24,moški,zdravila,2
2011,EU28,16-24,moški,telekomunikacijske storitve,16
2011,EU28,16-24,moški,drugo,9
2012,EU28,16-24,moški,hrana / živila,8
2012,EU28,16-24,moški,oprema doma,23
2012,EU28,16-24,moški,oblačila / športna oprema,54
2012,EU28,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,64
2012,EU28,16-24,moški,računalniška strojna oprema,25
2012,EU28,16-24,moški,elektronska oprema,28
2012,EU28,16-24,moški,delnice / zavarovanje / druge finančne storitve,7
2012,EU28,16-24,moški,vstopnice za prireditve,33
2012,EU28,16-24,moški,potovalne in počitniške nastanitve,33
2012,EU28,16-24,moški,zdravila,3
2012,EU28,16-24,moški,telekomunikacijske storitve,17
2012,EU28,16-24,moški,drugo,10
2013,EU28,16-24,moški,hrana / živila,10
2013,EU28,16-24,moški,oprema doma,25
2013,EU28,16-24,moški,oblačila / športna oprema,58
2013,EU28,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,66
2013,EU28,16-24,moški,računalniška strojna oprema,25
2013,EU28,16-24,moški,elektronska oprema,29
2013,EU28,16-24,moški,delnice / zavarovanje / druge finančne storitve,6
2013,EU28,16-24,moški,vstopnice za prireditve,35
2013,EU28,16-24,moški,potovalne in počitniške nastanitve,33
2013,EU28,16-24,moški,zdravila,4
2013,EU28,16-24,moški,telekomunikacijske storitve,16
2013,EU28,16-24,moški,drugo,11
2014,EU28,16-24,moški,hrana / živila,11
2014,EU28,16-24,moški,oprema doma,24
2014,EU28,16-24,moški,oblačila / športna oprema,60
2014,EU28,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,64
2014,EU28,16-24,moški,računalniška strojna oprema,27
2014,EU28,16-24,moški,elektronska oprema,32
2014,EU28,16-24,moški,delnice / zavarovanje / druge finančne storitve,8
2014,EU28,16-24,moški,vstopnice za prireditve,37
2014,EU28,16-24,moški,potovalne in počitniške nastanitve,35
2014,EU28,16-24,moški,zdravila,3
2014,EU28,16-24,moški,telekomunikacijske storitve,18
2014,EU28,16-24,moški,drugo,10
2015,EU28,16-24,moški,hrana / živila,11
2015,EU28,16-24,moški,oprema doma,24
2015,EU28,16-24,moški,oblačila / športna oprema,61
2015,EU28,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,59
2015,EU28,16-24,moški,računalniška strojna oprema,27
2015,EU28,16-24,moški,elektronska oprema,31
2015,EU28,16-24,moški,delnice / zavarovanje / druge finančne storitve,7
2015,EU28,16-24,moški,vstopnice za prireditve,34
2015,EU28,16-24,moški,potovalne in počitniške nastanitve,34
2015,EU28,16-24,moški,zdravila,5
2015,EU28,16-24,moški,telekomunikacijske storitve,16
2015,EU28,16-24,moški,drugo,9
2016,EU28,16-24,moški,hrana / živila,13
2016,EU28,16-24,moški,oprema doma,24
2016,EU28,16-24,moški,oblačila / športna oprema,62
2016,EU28,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,59
2016,EU28,16-24,moški,računalniška strojna oprema,25
2016,EU28,16-24,moški,elektronska oprema,29
2016,EU28,16-24,moški,delnice / zavarovanje / druge finančne storitve,NA
2016,EU28,16-24,moški,vstopnice za prireditve,32
2016,EU28,16-24,moški,potovalne in počitniške nastanitve,33
2016,EU28,16-24,moški,zdravila,5
2016,EU28,16-24,moški,telekomunikacijske storitve,16
2016,EU28,16-24,moški,drugo,11
2017,EU28,16-24,moški,hrana / živila,15
2017,EU28,16-24,moški,oprema doma,29
2017,EU28,16-24,moški,oblačila / športna oprema,64
2017,EU28,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,66
2017,EU28,16-24,moški,računalniška strojna oprema,26
2017,EU28,16-24,moški,elektronska oprema,35
2017,EU28,16-24,moški,delnice / zavarovanje / druge finančne storitve,NA
2017,EU28,16-24,moški,vstopnice za prireditve,37
2017,EU28,16-24,moški,potovalne in počitniške nastanitve,40
2017,EU28,16-24,moški,zdravila,4
2017,EU28,16-24,moški,telekomunikacijske storitve,19
2017,EU28,16-24,moški,drugo,12
2018,EU28,16-24,moški,hrana / živila,16
2018,EU28,16-24,moški,oprema doma,26
2018,EU28,16-24,moški,oblačila / športna oprema,65
2018,EU28,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,62
2018,EU28,16-24,moški,računalniška strojna oprema,27
2018,EU28,16-24,moški,elektronska oprema,34
2018,EU28,16-24,moški,delnice / zavarovanje / druge finančne storitve,NA
2018,EU28,16-24,moški,vstopnice za prireditve,36
2018,EU28,16-24,moški,potovalne in počitniške nastanitve,37
2018,EU28,16-24,moški,zdravila,5
2018,EU28,16-24,moški,telekomunikacijske storitve,22
2018,EU28,16-24,moški,drugo,16
2019,EU28,16-24,moški,hrana / živila,18
2019,EU28,16-24,moški,oprema doma,26
2019,EU28,16-24,moški,oblačila / športna oprema,68
2019,EU28,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,68
2019,EU28,16-24,moški,računalniška strojna oprema,27
2019,EU28,16-24,moški,elektronska oprema,37
2019,EU28,16-24,moški,delnice / zavarovanje / druge finančne storitve,NA
2019,EU28,16-24,moški,vstopnice za prireditve,39
2019,EU28,16-24,moški,potovalne in počitniške nastanitve,40
2019,EU28,16-24,moški,zdravila,6
2019,EU28,16-24,moški,telekomunikacijske storitve,20
2019,EU28,16-24,moški,drugo,13
2010,EU28,16-24,ženske,hrana / živila,8
2010,EU28,16-24,ženske,oprema doma,20
2010,EU28,16-24,ženske,oblačila / športna oprema,58
2010,EU28,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,60
2010,EU28,16-24,ženske,računalniška strojna oprema,10
2010,EU28,16-24,ženske,elektronska oprema,17
2010,EU28,16-24,ženske,delnice / zavarovanje / druge finančne storitve,5
2010,EU28,16-24,ženske,vstopnice za prireditve,34
2010,EU28,16-24,ženske,potovalne in počitniške nastanitve,40
2010,EU28,16-24,ženske,zdravila,3
2010,EU28,16-24,ženske,telekomunikacijske storitve,11
2010,EU28,16-24,ženske,drugo,8
2011,EU28,16-24,ženske,hrana / živila,10
2011,EU28,16-24,ženske,oprema doma,22
2011,EU28,16-24,ženske,oblačila / športna oprema,65
2011,EU28,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,54
2011,EU28,16-24,ženske,računalniška strojna oprema,10
2011,EU28,16-24,ženske,elektronska oprema,16
2011,EU28,16-24,ženske,delnice / zavarovanje / druge finančne storitve,4
2011,EU28,16-24,ženske,vstopnice za prireditve,36
2011,EU28,16-24,ženske,potovalne in počitniške nastanitve,38
2011,EU28,16-24,ženske,zdravila,4
2011,EU28,16-24,ženske,telekomunikacijske storitve,12
2011,EU28,16-24,ženske,drugo,9
2012,EU28,16-24,ženske,hrana / živila,10
2012,EU28,16-24,ženske,oprema doma,21
2012,EU28,16-24,ženske,oblačila / športna oprema,67
2012,EU28,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,54
2012,EU28,16-24,ženske,računalniška strojna oprema,10
2012,EU28,16-24,ženske,elektronska oprema,15
2012,EU28,16-24,ženske,delnice / zavarovanje / druge finančne storitve,7
2012,EU28,16-24,ženske,vstopnice za prireditve,38
2012,EU28,16-24,ženske,potovalne in počitniške nastanitve,41
2012,EU28,16-24,ženske,zdravila,4
2012,EU28,16-24,ženske,telekomunikacijske storitve,12
2012,EU28,16-24,ženske,drugo,8
2013,EU28,16-24,ženske,hrana / živila,11
2013,EU28,16-24,ženske,oprema doma,23
2013,EU28,16-24,ženske,oblačila / športna oprema,70
2013,EU28,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,54
2013,EU28,16-24,ženske,računalniška strojna oprema,9
2013,EU28,16-24,ženske,elektronska oprema,17
2013,EU28,16-24,ženske,delnice / zavarovanje / druge finančne storitve,3
2013,EU28,16-24,ženske,vstopnice za prireditve,37
2013,EU28,16-24,ženske,potovalne in počitniške nastanitve,39
2013,EU28,16-24,ženske,zdravila,5
2013,EU28,16-24,ženske,telekomunikacijske storitve,13
2013,EU28,16-24,ženske,drugo,10
2014,EU28,16-24,ženske,hrana / živila,12
2014,EU28,16-24,ženske,oprema doma,22
2014,EU28,16-24,ženske,oblačila / športna oprema,74
2014,EU28,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,52
2014,EU28,16-24,ženske,računalniška strojna oprema,9
2014,EU28,16-24,ženske,elektronska oprema,19
2014,EU28,16-24,ženske,delnice / zavarovanje / druge finančne storitve,5
2014,EU28,16-24,ženske,vstopnice za prireditve,40
2014,EU28,16-24,ženske,potovalne in počitniške nastanitve,43
2014,EU28,16-24,ženske,zdravila,5
2014,EU28,16-24,ženske,telekomunikacijske storitve,15
2014,EU28,16-24,ženske,drugo,11
2015,EU28,16-24,ženske,hrana / živila,13
2015,EU28,16-24,ženske,oprema doma,23
2015,EU28,16-24,ženske,oblačila / športna oprema,74
2015,EU28,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,47
2015,EU28,16-24,ženske,računalniška strojna oprema,9
2015,EU28,16-24,ženske,elektronska oprema,17
2015,EU28,16-24,ženske,delnice / zavarovanje / druge finančne storitve,4
2015,EU28,16-24,ženske,vstopnice za prireditve,37
2015,EU28,16-24,ženske,potovalne in počitniške nastanitve,39
2015,EU28,16-24,ženske,zdravila,4
2015,EU28,16-24,ženske,telekomunikacijske storitve,11
2015,EU28,16-24,ženske,drugo,11
2016,EU28,16-24,ženske,hrana / živila,19
2016,EU28,16-24,ženske,oprema doma,23
2016,EU28,16-24,ženske,oblačila / športna oprema,75
2016,EU28,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,46
2016,EU28,16-24,ženske,računalniška strojna oprema,9
2016,EU28,16-24,ženske,elektronska oprema,18
2016,EU28,16-24,ženske,delnice / zavarovanje / druge finančne storitve,NA
2016,EU28,16-24,ženske,vstopnice za prireditve,38
2016,EU28,16-24,ženske,potovalne in počitniške nastanitve,41
2016,EU28,16-24,ženske,zdravila,6
2016,EU28,16-24,ženske,telekomunikacijske storitve,14
2016,EU28,16-24,ženske,drugo,12
2017,EU28,16-24,ženske,hrana / živila,21
2017,EU28,16-24,ženske,oprema doma,26
2017,EU28,16-24,ženske,oblačila / športna oprema,78
2017,EU28,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,50
2017,EU28,16-24,ženske,računalniška strojna oprema,12
2017,EU28,16-24,ženske,elektronska oprema,18
2017,EU28,16-24,ženske,delnice / zavarovanje / druge finančne storitve,NA
2017,EU28,16-24,ženske,vstopnice za prireditve,39
2017,EU28,16-24,ženske,potovalne in počitniške nastanitve,42
2017,EU28,16-24,ženske,zdravila,7
2017,EU28,16-24,ženske,telekomunikacijske storitve,13
2017,EU28,16-24,ženske,drugo,12
2018,EU28,16-24,ženske,hrana / živila,20
2018,EU28,16-24,ženske,oprema doma,25
2018,EU28,16-24,ženske,oblačila / športna oprema,79
2018,EU28,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,53
2018,EU28,16-24,ženske,računalniška strojna oprema,8
2018,EU28,16-24,ženske,elektronska oprema,17
2018,EU28,16-24,ženske,delnice / zavarovanje / druge finančne storitve,NA
2018,EU28,16-24,ženske,vstopnice za prireditve,43
2018,EU28,16-24,ženske,potovalne in počitniške nastanitve,48
2018,EU28,16-24,ženske,zdravila,7
2018,EU28,16-24,ženske,telekomunikacijske storitve,14
2018,EU28,16-24,ženske,drugo,16
2019,EU28,16-24,ženske,hrana / živila,24
2019,EU28,16-24,ženske,oprema doma,23
2019,EU28,16-24,ženske,oblačila / športna oprema,79
2019,EU28,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,51
2019,EU28,16-24,ženske,računalniška strojna oprema,9
2019,EU28,16-24,ženske,elektronska oprema,19
2019,EU28,16-24,ženske,delnice / zavarovanje / druge finančne storitve,NA
2019,EU28,16-24,ženske,vstopnice za prireditve,42
2019,EU28,16-24,ženske,potovalne in počitniške nastanitve,46
2019,EU28,16-24,ženske,zdravila,10
2019,EU28,16-24,ženske,telekomunikacijske storitve,16
2019,EU28,16-24,ženske,drugo,15
2010,EU28,25-54,moški,hrana / živila,13
2010,EU28,25-54,moški,oprema doma,38
2010,EU28,25-54,moški,oblačila / športna oprema,42
2010,EU28,25-54,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,62
2010,EU28,25-54,moški,računalniška strojna oprema,26
2010,EU28,25-54,moški,elektronska oprema,33
2010,EU28,25-54,moški,delnice / zavarovanje / druge finančne storitve,15
2010,EU28,25-54,moški,vstopnice za prireditve,36
2010,EU28,25-54,moški,potovalne in počitniške nastanitve,53
2010,EU28,25-54,moški,zdravila,9
2010,EU28,25-54,moški,telekomunikacijske storitve,19
2010,EU28,25-54,moški,drugo,13
2011,EU28,25-54,moški,hrana / živila,15
2011,EU28,25-54,moški,oprema doma,41
2011,EU28,25-54,moški,oblačila / športna oprema,46
2011,EU28,25-54,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,59
2011,EU28,25-54,moški,računalniška strojna oprema,27
2011,EU28,25-54,moški,elektronska oprema,34
2011,EU28,25-54,moški,delnice / zavarovanje / druge finančne storitve,14
2011,EU28,25-54,moški,vstopnice za prireditve,38
2011,EU28,25-54,moški,potovalne in počitniške nastanitve,55
2011,EU28,25-54,moški,zdravila,9
2011,EU28,25-54,moški,telekomunikacijske storitve,21
2011,EU28,25-54,moški,drugo,12
2012,EU28,25-54,moški,hrana / živila,15
2012,EU28,25-54,moški,oprema doma,43
2012,EU28,25-54,moški,oblačila / športna oprema,50
2012,EU28,25-54,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,60
2012,EU28,25-54,moški,računalniška strojna oprema,25
2012,EU28,25-54,moški,elektronska oprema,32
2012,EU28,25-54,moški,delnice / zavarovanje / druge finančne storitve,16
2012,EU28,25-54,moški,vstopnice za prireditve,41
2012,EU28,25-54,moški,potovalne in počitniške nastanitve,57
2012,EU28,25-54,moški,zdravila,8
2012,EU28,25-54,moški,telekomunikacijske storitve,23
2012,EU28,25-54,moški,drugo,11
2013,EU28,25-54,moški,hrana / živila,17
2013,EU28,25-54,moški,oprema doma,45
2013,EU28,25-54,moški,oblačila / športna oprema,54
2013,EU28,25-54,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,62
2013,EU28,25-54,moški,računalniška strojna oprema,27
2013,EU28,25-54,moški,elektronska oprema,35
2013,EU28,25-54,moški,delnice / zavarovanje / druge finančne storitve,17
2013,EU28,25-54,moški,vstopnice za prireditve,40
2013,EU28,25-54,moški,potovalne in počitniške nastanitve,56
2013,EU28,25-54,moški,zdravila,10
2013,EU28,25-54,moški,telekomunikacijske storitve,26
2013,EU28,25-54,moški,drugo,13
2014,EU28,25-54,moški,hrana / živila,20
2014,EU28,25-54,moški,oprema doma,47
2014,EU28,25-54,moški,oblačila / športna oprema,56
2014,EU28,25-54,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,59
2014,EU28,25-54,moški,računalniška strojna oprema,30
2014,EU28,25-54,moški,elektronska oprema,37
2014,EU28,25-54,moški,delnice / zavarovanje / druge finančne storitve,18
2014,EU28,25-54,moški,vstopnice za prireditve,41
2014,EU28,25-54,moški,potovalne in počitniške nastanitve,57
2014,EU28,25-54,moški,zdravila,10
2014,EU28,25-54,moški,telekomunikacijske storitve,26
2014,EU28,25-54,moški,drugo,13
2015,EU28,25-54,moški,hrana / živila,18
2015,EU28,25-54,moški,oprema doma,45
2015,EU28,25-54,moški,oblačila / športna oprema,57
2015,EU28,25-54,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,54
2015,EU28,25-54,moški,računalniška strojna oprema,26
2015,EU28,25-54,moški,elektronska oprema,35
2015,EU28,25-54,moški,delnice / zavarovanje / druge finančne storitve,15
2015,EU28,25-54,moški,vstopnice za prireditve,39
2015,EU28,25-54,moški,potovalne in počitniške nastanitve,54
2015,EU28,25-54,moški,zdravila,10
2015,EU28,25-54,moški,telekomunikacijske storitve,23
2015,EU28,25-54,moški,drugo,12
2016,EU28,25-54,moški,hrana / živila,22
2016,EU28,25-54,moški,oprema doma,50
2016,EU28,25-54,moški,oblačila / športna oprema,58
2016,EU28,25-54,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,53
2016,EU28,25-54,moški,računalniška strojna oprema,24
2016,EU28,25-54,moški,elektronska oprema,33
2016,EU28,25-54,moški,delnice / zavarovanje / druge finančne storitve,NA
2016,EU28,25-54,moški,vstopnice za prireditve,40
2016,EU28,25-54,moški,potovalne in počitniške nastanitve,54
2016,EU28,25-54,moški,zdravila,11
2016,EU28,25-54,moški,telekomunikacijske storitve,23
2016,EU28,25-54,moški,drugo,14
2017,EU28,25-54,moški,hrana / živila,23
2017,EU28,25-54,moški,oprema doma,51
2017,EU28,25-54,moški,oblačila / športna oprema,61
2017,EU28,25-54,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,56
2017,EU28,25-54,moški,računalniška strojna oprema,25
2017,EU28,25-54,moški,elektronska oprema,35
2017,EU28,25-54,moški,delnice / zavarovanje / druge finančne storitve,NA
2017,EU28,25-54,moški,vstopnice za prireditve,41
2017,EU28,25-54,moški,potovalne in počitniške nastanitve,56
